to delete this payment advice.,to delete this payment advice.,to delete this payment advice.,to delete this payment advice.,to delete this payment advice.,to delete this payment advice.,to delete this payment advice.,untuk menghapus pembayaran ini.,to delete this payment advice.
" this payment advice and generate a new payment advice."," this payment advice and generate a new payment advice."," this payment advice and generate a new payment advice."," this payment advice and generate a new payment advice."," this payment advice and generate a new payment advice."," Lời khuyên thanh toán này và tạo một lời khuyên thanh toán mới."," this payment advice and generate a new payment advice."," this payment advice and generate a new payment advice."," this payment advice and generate a new payment advice."
delete,delete,ลบ,刪除,Delete,xóa,លុប,Menghapus,Delete
Disclaimer: eZRx+ does not store your card information,Disclaimer: eZRx+ does not store your card information,Disclaimer: eZRx+ does not store your card information,Disclaimer: eZRx+ does not store your card information,Disclaimer: eZRx+ does not store your card information,Tuyên bố từ chối trách nhiệm: eZRx+ không lưu trữ thông tin thẻ của bạn,Disclaimer: eZRx+ does not store your card information,Penafian: EZRX+ tidak menyimpan informasi kartu Anda,Disclaimer: eZRx+ does not store your card information
Invoice/credit already in use,Invoice/credit already in use,Invoice/credit already in use,Invoice/credit already in use,Invoice/credit already in use,Hóa đơn/tín dụng đã được sử dụng,Invoice/credit already in use,Faktur/kredit sudah digunakan,Invoice/credit already in use
Unable to generate payment advice as at least one of the selected invoices/credit notes have already been selected for another Payment Advice. Please check your payment summary or select other invoices/credit notes for this payment.,Unable to generate payment advice as at least one of the selected invoices/credit notes have already been selected for another Payment Advice. Please check your payment summary or select other invoices/credit notes for this payment.,Unable to generate payment advice as at least one of the selected invoices/credit notes have already been selected for another Payment Advice. Please check your payment summary or select other invoices/credit notes for this payment.,Unable to generate payment advice as at least one of the selected invoices/credit notes have already been selected for another Payment Advice. Please check your payment summary or select other invoices/credit notes for this payment.,Unable to generate payment advice as at least one of the selected invoices/credit notes have already been selected for another Payment Advice. Please check your payment summary or select other invoices/credit notes for this payment.,Không thể tạo lời khuyên thanh toán vì ít nhất một trong số các hóa đơn/ghi chú tín dụng được chọn đã được chọn cho một Lời khuyên Thanh toán khác. Vui lòng kiểm tra tóm tắt thanh toán của bạn hoặc chọn các hóa đơn/ghi chú tín dụng khác cho thanh toán này,Unable to generate payment advice as at least one of the selected invoices/credit notes have already been selected for another Payment Advice. Please check your payment summary or select other invoices/credit notes for this payment.,,Unable to generate payment advice as at least one of the selected invoices/credit notes have already been selected for another Payment Advice. Please check your payment summary or select other invoices/credit notes for this payment.
has been generated. Scan the QR code and complete payment.,has been generated. Scan the QR code and complete payment.,has been generated. Scan the QR code and complete payment.,has been generated. Scan the QR code and complete payment.,has been generated. Scan the QR code and complete payment.,has been generated. Scan the QR code and complete payment.,has been generated. Scan the QR code and complete payment.,telah dihasilkan. Pindai kode QR dan selesaikan pembayaran.,has been generated. Scan the QR code and complete payment.
Get started,Get started,Get started,立即開始,Get started,Get started,Get started,Memulai,Get started
Market,Market,ตลาด,地區,စျေးခြင်း,Chợ,ទីផ្សារ,Negara,시장
or,or,or,或,or,or,ឬ,atau,or
Sign up,Sign up,Sign up,註冊,Sign up,Sign up,ចុះ​ឈ្មោះ,Mendaftar,Sign up
Welcome to eZRx+,Welcome to eZRx+,ขอต้อนรับสู่อีซี่อาร์เอ็กซ์,歡迎至eZRx 電子商務訂貨平台,eZRx မှ ကြိုဆိုပါသည်,Welcome to eZRx+,សូមស្វាគមន៍មកកាន់eZRx!,Selamat datang di EZRX+,Welcome to eZRx+
Discount applied,Discount applied,Discount applied,已顯示折扣,Discount applied,Discount applied,Discount applied,Diskon diterapkan,Discount applied
Start delivery,Start delivery,Start delivery,開始出貨,စတင်ပို့ပေးနေပါသည်,Start delivery,Start delivery,Mulai pengiriman,Start delivery
Truck departed,Truck departed,Truck departed,已發車,Truck departed,Truck departed,Truck departed,Truk berangkat,Truck departed
Handover POD,Handover POD,Handover POD,遞交簽收單,POD လက်လွှဲမည်,Handover POD,Handover POD,Pod Handover,Handover POD
Receive POD,Receive POD,Receive POD,簽收單已簽收,POD လကခံမည်,Receive POD,Receive POD,Menerima pod,Receive POD
Arrive at destination,Arrive at destination,Arrive at destination,抵達送貨地點,သတ်မှတ်ထားသောနေရာသို့‌ရောက်သည်,Arrive at destination,Arrive at destination,Tiba di tujuan,Arrive at destination
Product added as favorite,Product added as favorite,Product added as favorite,產品已加入最愛,ထုတ်ကုန်ကိုအကြိုက်ဆုံးစာရင်းထဲသို့ထည့်လိုက်သည်,Product added as favorite,Product added as favorite,Produk ditambahkan sebagai favorit,Product added as favorite
Search result,Search result,Search result,查詢結果,ရှာဖွေမှုရလဒ်,Search result,Search result,Hasil pencarian,Search result
Product removed as favorite,Product removed as favorite,Product removed as favorite,產品已從最愛中移除,ထုတ်ကုန်ကိုအကြိုက်ဆုံးစာရင်းထဲမှထုတ်လိုက်သည်,Product removed as favorite,Product removed as favorite,Produk dihapus sebagai favorit,Product removed as favorite
By,By,By,著,By,By,By,Oleh,By
Sourced by,Sourced by,Sourced by,資料來源,Sourced by,Sourced by,Sourced by,Bersumber oleh,Sourced by
Delivery to,Delivery to,การจัดส่งไปยัง,出貨至,ပို့ဆောင်ရန်,Giao hàng đến,ការដឹកជញ្ជូនទៅ,Pengiriman ke,배달 지역
Requested return value counter offer,Requested return value counter offer,Requested return value counter offer,Requested return value counter offer,Requested return value counter offer,Requested return value counter offer,Requested return value counter offer,Penawaran penghitung nilai retur yang diminta,Requested return value counter offer
Delete combo,Delete combo,Delete combo,Delete combo,Delete combo,Delete combo,លុបស្គីមកញ្ចប់ combo,Hapus kombo,Delete combo
eZPoint,eZPoint,eZPoint,eZPoint,eZPoint,eZPoint,eZPoint,Ezpoint,eZPoint
Purchase all items with min. of its quantity.,Purchase all items with min. of its quantity.,Purchase all items with min. of its quantity.,Purchase all items with min. of its quantity.,Purchase all items with min. of its quantity.,Purchase all items with min. of its quantity.,ទិញផលិតផលទាំងអស់ជាអប្បបរមាទៅតាមចំនួនរបស់វាដែលកំណត់,Beli semua barang dengan min. kuantitasnya.,Purchase all items with min. of its quantity.
Purchase FIXED product with min. of its quantity and any product in the list.,Purchase FIXED product with min. of its quantity and any product in the list.,Purchase FIXED product with min. of its quantity and any product in the list.,Purchase FIXED product with min. of its quantity and any product in the list.,Purchase FIXED product with min. of its quantity and any product in the list.,Purchase FIXED product with min. of its quantity and any product in the list.,ទិញផលិតផលជាមួយនិងចំនួនអប្បបរមារបស់វា និងផលិតផលណាមួយនៅក្នុងបញ្ជី,Beli produk tetap dengan min. kuantitasnya dan produk apa pun dalam daftar.,Purchase FIXED product with min. of its quantity and any product in the list.
Purchase any products with min. {minQty} of total quantity.,Purchase any products with min. {minQty} of total quantity.,Purchase any products with min. {minQty} of total quantity.,Purchase any products with min. {minQty} of total quantity.,Purchase any products with min. {minQty} of total quantity.,Purchase any products with min. {minQty} of total quantity.,ទិញផលិតផលណាមួយជាមួយអប្បបរមា {minQty} នៃបរិមាណសរុប,Beli produk apa pun dengan min. {minQty} Total Kuantitas.,Purchase any products with min. {minQty} of total quantity.
per item,per item,ต่อหนึ่งชิ้น,每件,ကုန်အတွင်း,mỗi sản phẩm,ក្នុងមួយផលិតផល,per item,개당
Per item,Per item,Per item,Per item,Per item,Per item,ក្នុងមួយផលិតផល,Per item,Per item
Total Quantity,Total Quantity,Total Quantity,Total Quantity,Total Quantity,Total Quantity,បរិមាណ​សរុប,Jumlah total,Total Quantity
Total SKUs,Total SKUs,Total SKUs,Total SKUs,Total SKUs,Total SKUs,SKUs សរុប,Total Skus,Total SKUs
Total Order Amount,Total Order Amount,Total Order Amount,Total Order Amount,Total Order Amount,Total Order Amount,ចំនួនទឹកប្រាក់បញ្ជាទិញសរុប,Jumlah pesanan total,Total Order Amount
Combo K1,Combo K1,Combo K1,Combo K1,Combo K1,Combo K1,កញ្ចប់ស្គីមCombo K1,Combo K1,Combo K1
Combo K2.1,Combo K2.1,Combo K2.1,Combo K2.1,Combo K2.1,Combo K2.1,កញ្ចប់ស្គីមCombo K2.1,Combo K2.1,Combo K2.1
Combo K2.2,Combo K2.2,Combo K2.2,Combo K2.2,Combo K2.2,Combo K2.2,កញ្ចប់ស្គីមCombo K2.2,Combo K2.2,Combo K2.2
Combo K3,Combo K3,Combo K3,Combo K3,Combo K3,Combo K3,កញ្ចប់ស្គីមCombo K3,Combo K3,Combo K3
Combo K4,Combo K4,Combo K4,Combo K4,Combo K4,Combo K4,កញ្ចប់ស្គីមCombo K4,Combo K4,Combo K4
Combo K4.2,Combo K4.2,คอมโบ K4.2,組合 K4.2,ကော္ဘို K4.2,Combo K4.2,កញ្ចប់ស្គីម K4.2,Combo K4.2,콤보 K4.2
Combo K5,Combo K5,Combo K5,Combo K5,Combo K5,Combo K5,កញ្ចប់ស្គីមCombo K5,Combo K5,Combo K5
Fixed,Fixed,Fixed,Fixed,Fixed,Fixed,Fixed,Tetap,Fixed
Remaining stock,Remaining stock,สต็อกที่เหลืออยู่,剩餘庫存,ကုန်သည့်စာရင်း,Hàng tồn kho,ស្តុកដែលនៅសល់,Sisa stok,남은 재고
Expires in,Expires in,Expires in,Expires in,Expires in,Expires in,Expires in,Kadaluarsa dalam,Expires in
Purchase different products with min. of its quantity. Buy more save more.,Purchase different products with min. of its quantity. Buy more save more.,Purchase different products with min. of its quantity. Buy more save more.,Purchase different products with min. of its quantity. Buy more save more.,Purchase different products with min. of its quantity. Buy more save more.,Purchase different products with min. of its quantity. Buy more save more.,ទិញផលិតផលផ្សេងៗគ្នាជាមួយចំនួនអប្បបរមារបស់វា។ ទិញកាន់តែច្រើនសន្សំបានកាន់តែច្រើន។,Beli produk yang berbeda dengan min. kuantitasnya. Beli lebih banyak hemat lebih banyak.,Purchase different products with min. of its quantity. Buy more save more.
Buy {unit} more items to get {discount}% discount,Buy {unit} more items to get {discount}% discount,Buy {unit} more items to get {discount}% discount,Buy {unit} more items to get {discount}% discount,Buy {unit} more items to get {discount}% discount,Buy {unit} more items to get {discount}% discount,ទិញ {unit} ផលិតផលបន្ថែមទៀតដើម្បីទទួលបាន {discount}%,Beli {unit} lebih banyak item untuk mendapatkan {diskon}% diskon,Buy {unit} more items to get {discount}% discount
Buy {unit} more to get {discount}% discount,Buy {unit} more to get {discount}% discount,Buy {unit} more to get {discount}% discount,Buy {unit} more to get {discount}% discount,Buy {unit} more to get {discount}% discount,Buy {unit} more to get {discount}% discount,ទិញ {unit} បន្ថែមទៀតដើម្បីទទួលបាន {discount}%,Beli {unit} lebih lanjut untuk mendapatkan {diskon}% diskon,Buy {unit} more to get {discount}% discount,
Buy {unit} more quantity to achieve next tier discount,Buy {unit} more quantity to achieve next tier discount,ซื้อ {unit} หน่วยเพิ่มเติมเพื่อได้ส่วนลดชั้นที่ต่อไป,再購買 {unit} 單位以獲得下一級折扣,{unit} ကတန်းကို အသွင်မှာလုပ်ပြီးနောက် နောက်ဆုံးအမျိုးအစားလုပ်ရပါလိမ့်မည်,Mua thêm {unit} đơn vị để đạt được ưu đãi tầng tiếp theo,ទិញ {unit} ច្រើនទៀតដើម្បីទទួលបានការបញ្ចុះតម្លៃថ្នាក់បន្ទាប់,Beli {unit} lebih banyak jumlah untuk mendapatkan diskon tingkat berikutnya,다음 계층 할인을 받으려면 {unit} 더 많은 수량을 구입하세요,
Next tier {discountRate}% discount,Next tier {discountRate}% discount,ส่วนลด {discountRate}% ของระดับถัดไป,下一級 {discountRate}% 折扣,အရွယ်အစား {discountRate}% အမှတ်စျေးလျှော့စွာ,Giảm giá {discountRate}% ở tầng tiếp theo,ការបញ្ចុះតម្លៃ {discountRate}% នៃថ្នាក់បន្ទាប់,Diskon {discountRate}% di tingkat berikutnya,다음 계층 {discountRate}% 할인,
in,in,in,in,in,in,in,di dalam,in
Please complete payment before,Please complete payment before,Please complete payment before,Please complete payment before,Please complete payment before,Please complete payment before,Please complete payment before,Harap selesaikan pembayaran sebelumnya,Please complete payment before
or payment will be cancelled,or payment will be cancelled,or payment will be cancelled,or payment will be cancelled,or payment will be cancelled,or payment will be cancelled,or payment will be cancelled,atau pembayaran akan dibatalkan,or payment will be cancelled
Days,Days,Days,Days,Days,Days,Days,Hari -hari,Days
Hours,Hours,Hours,Hours,Hours,Hours,Hours,Jam,Hours
Minutes,Minutes,Minutes,Minutes,Minutes,Minutes,Minutes,Menit,Minutes
Seconds remaining,Seconds remaining,Seconds remaining,Seconds remaining,Seconds remaining,Seconds remaining,Seconds remaining,Detik tersisa,Seconds remaining
Transfer to Virtual Bank Account,Transfer to Virtual Bank Account,Transfer to Virtual Bank Account,Transfer to Virtual Bank Account,Transfer to Virtual Bank Account,Transfer to Virtual Bank Account,Transfer to Virtual Bank Account,Transfer ke rekening bank virtual,Transfer to Virtual Bank Account
Recipient bank,Recipient bank,Recipient bank,Recipient bank,Recipient bank,Recipient bank,Recipient bank,Bank penerima,Recipient bank
Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank
Recipient name,Recipient name,Recipient name,Recipient name,Recipient name,Recipient name,Recipient name,Nama penerima,Recipient name
Virtual bank account number,Virtual bank account number,Virtual bank account number,Virtual bank account number,Virtual bank account number,Virtual bank account number,Virtual bank account number,Nomor rekening bank virtual,Virtual bank account number
Total amount to transfer,Total amount to transfer,Total amount to transfer,Total amount to transfer,Total amount to transfer,Total amount to transfer,Total amount to transfer,Jumlah Total untuk Transfer,Total amount to transfer
Invoice total:,Invoice total:,Invoice total:,Invoice total:,Invoice total:,Invoice total:,Invoice total:,Total Faktur:,Invoice total:
Credits applied:,Credits applied:,Credits applied:,Credits applied:,Credits applied:,Credits applied:,Credits applied:,Kredit diterapkan:,Credits applied:
Cancel advice,Cancel advice,Cancel advice,Cancel advice,Cancel advice,Cancel advice,Cancel advice,Batalkan pembayaran,Cancel advice
Total,Total,ยอดรวม,總計,စုစုပေါင်း,Tổng cộng giá trị,សរុប,Jumlah,Total
Transfer methods,Transfer methods,Transfer methods,Transfer methods,Transfer methods,Transfer methods,Transfer methods,Metode transfer,Transfer methods
MOBILE BANKING,MOBILE BANKING,MOBILE BANKING,MOBILE BANKING,MOBILE BANKING,MOBILE BANKING,MOBILE BANKING,Perbankan Seluler,MOBILE BANKING
INTERNET BANKING,INTERNET BANKING,INTERNET BANKING,INTERNET BANKING,INTERNET BANKING,INTERNET BANKING,INTERNET BANKING,Internet Banking,INTERNET BANKING
ATM,ATM,ATM,ATM,ATM,ATM,ATM,ATM,ATM
No search history available,No search history available,No search history available,查無歷史紀錄,No search history available,No search history available,មិនមានប្រវត្តិស្វែងរកទេ,Tidak ada riwayat pencarian yang tersedia,No search history available
No favourites yet,No favourites yet,ยังไม่มีรายการโปรด,尚未有收藏,အကြိုက်ဆုံးလက်မှတ်တင်မှာမရှိပါ,Chưa có mục yêu thích nào,មិនទាន់មានចំណូលចិត្ត...!,Belum ada favorit,아직 즐겨찾기가 없습니다
Tap on,Tap on,แตะที่,點擊,နှိပ်သည်,Chạm vào,ជ្រើសរើស,Ketuk,탭 하세요
to add an item to your favourites,to add an item to your favourites,เพิ่มสิ่งที่คุณชื่นชอบ,將項目新增至您的收藏,သင်၏စိတ်ချမ်းမှုသို့စတင်ပါ,Thêm một mục vào mục yêu thích của bạn,ដើម្បីបន្ថែមផលិតផលទៅចំណូលចិត្តរបស់អ្នក។,Untuk menambahkan item ke favorit Anda,당신의 즐겨찾기에 항목 추가하기
Price: Low to high,Price: Low to high,Pราคา: ต่ำไปสูง,價格:低至高,စျေးနှုန်း: အမြင့်မှအနိမ့်သို့,Giá: từ thấp đến cao,စျေးနှုန်း: အနိမ့်မှအမြင့်သို,Harga: Rendah ke Tinggi,Price: Low to high
Price: High to low,Price: High to low,ราคา: สูงไปต่ำ,價格:高至低,စျေးနှုန်း: အမြင့်မှအနိမ့်သို့,Giá: từ thấp đến cao,စျေးနှုန်း: အမြင့်မှအနိမ့်သို့,Harga: tinggi hingga rendah,Price: High to low
Your email notification settings,Your email notification settings,การตั้งค่าการแจ้งเตือนอีเมลของคุณ,電子郵件通知設定,သင်၏ အီးမေးလ် အخطော်ပြီးမှတ်ပြောင်းမှု ဖြ設ရမှု,Cài đặt thông báo email của bạn,ការកំណត់ការជូនដំណឹងតាមរយៈអ៊ីមែលរបស់អ្នក,Pengaturan notifikasi email Anda,이메일 알림 설정
Order confirmation,Order confirmation,ยืนยันการสั่งซื้อ,訂單通知信,သတင်းပို့ရေး လက်ခံမှု,Xác nhận đơn hàng,ការ​បញ្ជាក់​ការ​បញ្ជាទិញ,Konfirmasi pesanan,주문 확인
Receive a confirmation email after placing an order on eZRx+,Receive a confirmation email after placing an order on eZRx+,หลังจากสั่งซื้อบน eZRx+ คุณจะได้รับอีเมลยืนยัน,送出訂單後，系統將寄發通知信至我的電子郵件信箱,eZRx+ တွင် ဆေးဝါးကို မှာယူပြီးနောက်၊ အတည်ပြုချက် အီးမေးလ် အကြောင်းကြားချက် ရရှိပါမည်။,Nhận email xác nhận sau khi đặt hàng trên eZRx+,ទទួលបានអ៊ីមែលបញ្ជាក់បន្ទាប់ពីធ្វើការបញ្ជាទិញនៅលើ eZRx+,Menerima email konfirmasi setelah melakukan pemesanan di EZRX+,eZRx+에서 주문 후 확인 이메일 받기
Payment updates,Payment updates,การอัปเดตการชำระเงิน,付款更新,ပို့မှု လွှဲပြောင်းမှု အသိပေး,Cập nhật thanh toán,ការធ្វើបច្ចុប្បន្នភាពការទូទាត់,Pembaruan Pembayaran,결제 업데이트
Receive a notification for the following:,Receive a notification for the following:,รับการแจ้งเตือนสำหรับ:,收到以下通知:,လိုက်ပါ​သတင်းပို့မှု များအတွက် အသိပေး လက်ခံရမည်:,Nhận thông báo cho những nội dung sau:,ទទួល​បាន​ការ​ជូន​ដំណឹង​ដូច​ខាង​ក្រោម​:,Menerima notifikasi untuk hal -hal berikut:,다음에 대한 알림 수신:
After a payment has been submitted on eZRx+,After a payment has been submitted on eZRx+,หลังจากชำระเงินบน eZRx+ แล้ว,提交付款至 eZRx+ 後,eZRx+ တွင် ပို့မှု လွှဲပြောင်းပြီးနောက်,Sau khi thanh toán trên eZRx+,បន្ទាប់ពីការទូទាត់ត្រូវបានដាក់ស្នើនៅលើ eZRx+,Setelah pembayaran diserahkan pada EZRX+,eZRx+에서 결제 완료 후
Payment advice has been generated,Payment advice has been generated,ใบแจ้งชำระเงินถูกสร้างขึ้นแล้ว,付款指示已生成,ပို့မှု လွှဲပြောင်း သတင်းပို့မှု ပြီးပြီ,Lời khuyên thanh toán đã được tạo,ការណែនាំអំពីការទូទាត់ត្រូវបានបង្កើតឡើង,pembayaran telah dihasilkan,결제 조언이 생성되었습니다.
Payment advice has been deleted either automatically or manually,Payment advice has been deleted either automatically or manually,ใบแจ้งชำระเงินถูกลบโดยอัตโนมัติหรือด้วยตนเอง,付款指示已自動或手动删除,ပို့မှု လွှဲပြောင်း သတင်းပို့မှု ကို လျှိတ်ပစ်ပြီးသည် (သက် sj သို့မဟုတ် လက်တွေ့ဆောင်ရွက်ခြင်း),Lời khuyên thanh toán đã bị xóa tự động hoặc thủ công,ការណែនាំអំពីការទូទាត់ត្រូវបានលុបដោយស្វ័យប្រវត្តិ ឬដោយដៃ,pembayaran telah dihapus baik secara otomatis atau manual,결제 조언이 자동 또는 수동으로 삭제되었습니다.
Return request confirmation,Return request confirmation,ยืนยันคำขอคืนสินค้า,退货请求确认,ပြန်ပို့ရန် တောင်းဆိုမှု လက်ခံမှု,Xác nhận yêu cầu hoàn trả hàng,ការបញ្ជាក់ពីការស្នើសុំបញ្ចូនផលិតផលត្រឡប់​មកវិញ,Konfirmasi permintaan retur,반품 요청 확인
Receive a confirmation email after submitting a return request,Receive a confirmation email after submitting a return request,หลังจากส่งคำขอคืนสินค้า คุณจะได้รับอีเมลยืนยัน,提交退货请求后，您将收到确认电子邮件,ပြန်ပို့ရန် တောင်းဆိုမှု တင်သွင်းပြီးနောက် သတင်းပို့ရေး လက်ခံမှု အီးမေးလ် တစ်ฉောင် လက်ခံရမည်,Nhận email xác nhận sau khi gửi yêu cầu hoàn trả hàng,ទទួលបានអ៊ីមែលបញ្ជាក់បន្ទាប់ពីបានបញ្ជូនសំណើចំពោះការស្នើសុំបញ្ចូនផលិតផលត្រឡប់​មកវិញ,Menerima email konfirmasi setelah mengirimkan permintaan retur,반품 요청 제출 후 확인 이메일 받기
Notification settings saved successfully,Notification settings saved successfully,บันทึกการตั้งค่าการแจ้งเตือนเรียบร้อยแล้ว,已完成通知設定,အသိပေးချက်များကိုသိမ်းဆည်းပြီးအောင်မြင်ပါသည်။,Cài đặt thông báo đã được lưu thành công,ការកំណត់ការជូនដំណឹងត្រូវបានរក្សាទុកដោយជោគជ័យ,Pengaturan notifikasi disimpan dengan sukses,알림 설정이 성공적으로 저장되었습니다
Purchase min. ${amount} from these products. Buy more save more.,Purchase min. ${amount} from these products. Buy more save more.,Purchase min. ${amount} from these products. Buy more save more.,Purchase min. ${amount} from these products. Buy more save more.,Purchase min. ${amount} from these products. Buy more save more.,Purchase min. ${amount} from these products. Buy more save more.,ទិញអប្បបរមា ${amount} ពីផលិតផលទាំងនេះ។ ទិញកាន់តែច្រើនសន្សំកាន់តែច្រើន។,Beli min. ${amount} dari produk ini. Beli lebih banyak hemat lebih banyak.,Purchase min. ${amount} from these products. Buy more save more.
Purchase min. {minQty} items from any of these products. Buy more save more.,Purchase min. {minQty} items from any of these products. Buy more save more.,Purchase min. {minQty} items from any of these products. Buy more save more.,Purchase min. {minQty} items from any of these products. Buy more save more.,Purchase min. {minQty} items from any of these products. Buy more save more.,Purchase min. {minQty} items from any of these products. Buy more save more.,ទិញអប្បបរមា {minQty} មុខទំនិញពីផលិតផលទាំងនេះ។ ទិញកាន់តែច្រើនសន្សំកាន់តែច្រើន,Purchase min. {minQty} items from any of these products. Buy more save more.,Purchase min. {minQty} items from any of these products. Buy more save more.
Buy ${unit} more to get {discount}% discount,Buy ${unit} more to get {discount}% discount,Buy ${unit} more to get {discount}% discount,Buy ${unit} more to get {discount}% discount,Buy ${unit} more to get {discount}% discount,Buy ${unit} more to get {discount}% discount,ទិញ ${unit} បន្ថែមទៀតដើម្បីទទួលបាន {discount}%,Beli ${unit} lebih lanjut untuk mendapatkan {discount}% diskon,Buy ${unit} more to get {discount}% discount
Yay! You’ve got the best deal.,Yay! You’ve got the best deal.,Yay! You’ve got the best deal.,Yay! You’ve got the best deal.,Yay! You’ve got the best deal.,Yay! You’ve got the best deal.,Yay! អ្នកទទួលបានការទិញដ៏ល្អបំផុត។,Yay! Anda telah mendapatkan penawaran terbaik.,Yay! You’ve got the best deal.
Buy within ${minTotalAmount} and ${maxTotalAmount} to get {percent}% Discount,Buy within ${minTotalAmount} and ${maxTotalAmount} to get {percent}% Discount,Buy within ${minTotalAmount} and ${maxTotalAmount} to get {percent}% Discount,Buy within ${minTotalAmount} and ${maxTotalAmount} to get {percent}% Discount,Buy within ${minTotalAmount} and ${maxTotalAmount} to get {percent}% Discount,Buy within ${minTotalAmount} and ${maxTotalAmount} to get {percent}% Discount,ទិញពីចន្លោះ ${minTotalAmount} ទៅ ${maxTotalAmount} ដើម្បីទទួលបានការបញ្ចុះតម្លៃ {percent}%,Beli di dalam ${minTotalAmount} dan ${maxTotalAmount} untuk mendapatkan {percent}% diskon,Buy within ${minTotalAmount} and ${maxTotalAmount} to get {percent}% Discount
You must select at least {unit} more product.,You must select at least {unit} more product.,You must select at least {unit} more product.,You must select at least {unit} more product.,You must select at least {unit} more product.,You must select at least {unit} more product.,អ្នកត្រូវតែជ្រើសរើសផលិតផលយ៉ាងហោចណាស់ {unit} បន្ថែមទៀត។,Anda harus memilih setidaknya {unit} lebih banyak produk.,You must select at least {unit} more product.
Try adjusting your search selection to find what you’re looking for.,Try adjusting your search selection to find what you’re looking for.,Try adjusting your search selection to find what you’re looking for.,Try adjusting your search selection to find what you’re looking for.,Try adjusting your search selection to find what you’re looking for.,Try adjusting your search selection to find what you’re looking for.,Try adjusting your search selection to find what you’re looking for.,Coba sesuaikan pilihan pencarian Anda untuk menemukan apa yang Anda cari.,Try adjusting your search selection to find what you’re looking for.
Select at least one product from the below section to receive offered price,Select at least one product from the below section to receive offered price,Select at least one product from the below section to receive offered price,Select at least one product from the below section to receive offered price,Select at least one product from the below section to receive offered price,Select at least one product from the below section to receive offered price,ជ្រើសរើសផលិតផលយ៉ាងហោចណាស់មួយពីផ្នែកខាងក្រោម ដើម្បីទទួលបានតម្លៃដែលបានផ្តល់ជូន,Pilih setidaknya satu produk dari bagian di bawah ini untuk menerima harga yang ditawarkan,Select at least one product from the below section to receive offered price
You must select at least {unit} items,You must select at least {unit} items,You must select at least {unit} items,You must select at least {unit} items,You must select at least {unit} items,You must select at least {unit} items,អ្នកត្រូវតែបន្ថែមយ៉ាងហោចណាស់ {unit},Anda harus memilih setidaknya {unit} item,You must select at least {unit} items
Manual fee,Manual fee,Manual fee,Manual fee,Manual fee,Manual fee,Manual fee,Biaya manual,Manual fee
Delete payment advice,Delete payment advice,Delete payment advice,Delete payment advice,Delete payment advice,Xóa chứng từ thanh toán,Delete payment advice,Hapus saran pembayaran,Delete payment advice
Payment advice #{adviceNumber} is still in progress.,Payment advice #{adviceNumber} is still in progress.,Payment advice #{adviceNumber} is still in progress.,Payment advice #{adviceNumber} is still in progress.,Payment advice #{adviceNumber} is still in progress.,Lời khuyên thanh toán #{adviceNumber} vẫn đang tiếp tục.,Payment advice #{adviceNumber} is still in progress.,pembayaran #{AdviceNumber} masih sedang berlangsung.,Payment advice #{adviceNumber} is still in progress.
Deletion is not recommended as it may result in duplicate payments for the same invoices.,Deletion is not recommended as it may result in duplicate payments for the same invoices.,Deletion is not recommended as it may result in duplicate payments for the same invoices.,Deletion is not recommended as it may result in duplicate payments for the same invoices.,Deletion is not recommended as it may result in duplicate payments for the same invoices.,Không khuyến khích xóa vì nó có thể dẫn đến việc thanh toán trùng lặp cho các hóa đơn giống nhau.,Deletion is not recommended as it may result in duplicate payments for the same invoices.,Penghapusan tidak disarankan karena dapat menghasilkan pembayaran duplikat untuk faktur yang sama.,Deletion is not recommended as it may result in duplicate payments for the same invoices.
"You may proceed if you are certain that your payment has not been processed.","You may proceed if you are certain that your payment has not been processed.","ดำเนินการต่อได้หากคุณแน่ใจว่ายังไม่ได้ดำเนินการชำระเงินของคุณ","如果您確定您的付款尚未處理，則可以繼續。","သင့်၏ လက်သွင်းမှာ ငွေမပို့ထားသေး ဖြစ်က ဆက်လက်လုပ်ဆောင်နိုင်ပါသည်။","Bạn có thể tiếp tục nếu bạn chắc chắn rằng thanh toán của bạn chưa được xử lý.","អ្នកអាចបន្តប្រសិនបើអ្នកមានការប確信ថា ការបង់ប្រាក់របស់អ្នកមិនទាន់ត្រូវប្រតិบัติការ ","Anda dapat melanjutkan jika Anda yakin pembayaran Anda belum diproses.","결제가 처리되지 않았음을 확신하는 경우 계속 진행할 수 있습니다."
